job_id,skill_count,skills_str
e02a65928f597f00019664f7350a5d29fed41c19946d7d6c2e9ea877445dfccc,13,"End-to-End Testing, Python, Apache Beam, RAG, Fine-Tuning, Embeddings, Collaboration, Data Mining, Apache Spark, Data Engineering, Model Deployment, Artificial Intelligence, Dataflow"
40d38959843dc3cc2b8a488e8299b829109ff8d2e4caad7d09e820edb7c44968,13,"Python, Communication, Kubernetes, Observability, Problem Solving, GitHub Actions, Software Testing, GitHub, ArgoCD, TypeScript, Test Automation, Documentation, CI/CD"
791cc0c3d04da8601460d52b8350a616eb36deb0fbe9469afe56812af4ba6384,9,"Python, Fine-Tuning, AWS, Hugging Face, TDD, Innovation, Design Patterns, Generative AI, Artificial Intelligence"
f38dc8d89871e2489b4bfbbe21cb574249771e902bb21448736c11342bee52d8,3,"Test Automation, Documentation, Data Science"
05c28e2e9805e8ad1d573d1109f351bd7b786af59074d46b23bbb477ce4065b1,39,"Serverless, Problem Solving, React, DevOps, DynamoDB, Material UI, Infrastructure as Code, Microservices, CI/CD, Communication, VPC, SQS, Observability, Mentoring, Analytical Skills, Test Automation, IAM, S3, Innovation, Unit Testing, Artificial Intelligence, SNS, EC2, AWS, Collaboration, CloudWatch, Creativity, Business Intelligence, Lambda, Authorization, TypeScript, Node.js, ECS, Leadership, Data Visualization, Agile, Grafana, Scrum, Data Analytics"
4fc8145238b3d68792b6710b9be97157ea743a761e1c261abedd0e1eb6d89d7f,13,"End-to-End Testing, Python, Airflow, Ray, Decision Making, Analytical Skills, SQL, Apache Airflow, Statistics, Apache Spark, Cross-functional Collaboration, Feature Engineering, SageMaker"
b93f320691b56ebea12ea8bad5a02033029a11d8e458adef3bc87e19cd867de3,10,"Python, GitLab, Observability, Spring Framework, Terraform, GitLab CI, Spring Boot, Java, CI/CD, Jenkins"
2b8f03cf4ae44f56d36409d88284b82dba0a6eb55663b0511df48f6a2daf0799,16,"End-to-End Testing, Python, Communication, Business Intelligence, Data Quality, Requirements Gathering, SQL, ETL, ELT, dbt, Data Modeling, Documentation, Cross-functional Collaboration, Snowflake, Data Governance, Data Analytics"
bc8c3fe8771084d78ecb5e033ddd4843ba37272bd13cb617bb3c8d7d7905d857,1,Requirements Gathering
fb9ee478146b6806ff9ec43fe451d5cb4e7d0ca395689fc7e2a7d6509cdc339e,6,"Next.js, Express.js, React, Node.js, Docker, PostgreSQL"
65271e28133793b8b1931f9e71ea4b4b947c2d5e1b01f547a90a1720037d9098,21,"Android Studio, Problem Solving, Xcode, DevOps, iOS Development, Core Data, JUnit, CI/CD, Communication, GitHub, Kotlin, Android Development, Azure, GitHub Actions, Android Jetpack, Collaboration, SwiftUI, Software Testing, Swift, Azure DevOps, Jetpack Compose"
584f80655eed3231a5e362015cee8980653c61bcb2c3b11291c1c5707d381f51,6,"Collaboration, Adaptability, Machine Learning, Innovation, Artificial Intelligence, Reinforcement Learning"
6ffcfb23d41c9fb8ac520503413fd3d9c8f12d4021a3ce878e1a22c6cad18707,3,"Datadog, Splunk, Observability"
5ff4095aec22a1464c327cdb1ff6aa4eab8a03f09ff551bf7df7e9e2b806fa2c,17,"Classification, NumPy, Communication, Stakeholder Management, Pandas, Analytical Skills, ETL, Collaboration, Deep Learning, Computer Vision, TensorFlow, Scikit-learn, Machine Learning, Generative AI, Data Science, Artificial Intelligence, PyTorch"
3dda4e5abfcd05fd5e491e7e6a0170d56c582af911f58d5733b0c25beceebdb8,17,"MLOps, Python, Data Lakehouse, Kubernetes, Problem Solving, Analytical Skills, JIRA, Innovation, Data Engineering, Apache Spark, GCP, TensorFlow, Machine Learning, Scikit-learn, Requirements Gathering, Data Science, PyTorch"
5be285ff672f32d6fbada8a6f7735abc285e942bfac783f645fc70b17ea2052b,11,"Python, NLP, Deep Learning, Model Deployment, Cross-functional Collaboration, TensorFlow, Machine Learning, GPT, Prompt Engineering, Artificial Intelligence, PyTorch"
9c36b2df1ab37dfc3a176200a336a55219df7505ecfc544ca9859f4cc2357a77,10,"Python, Probability, Predictive Modeling, SQL, Statistics, R Programming, Data Visualization, Machine Learning, Data Science, Artificial Intelligence"
da7bb99adef7f578e2019be569058bbe5832bbbff69167ac6407af8862e41c42,12,"Data Pipeline, A/B Testing, Data Quality, Data Warehouse, Data Analysis, Requirements Gathering, ETL, Statistics, Software Testing, ELT, Data Modeling, Data Governance"
7d9b72280965c6412270f54cfc40faf032034acc71be2c97afb25f785d4b385e,2,"Observability, Mentoring"
610aa52ccc939878c2df48aca07430241761103a3df3406d11f8b9a5e11c219d,7,"Python, CNN, Hugging Face, RNN, Machine Learning, Deep Learning, Reinforcement Learning"
fa0b27d39a306687a1f7f741c75d2848a655a7acec6aeff83504fde1cbfdd993,9,"End-to-End Testing, Communication, Mentoring, Spring Framework, Quality Assurance, Cross-functional Collaboration, Innovation, Java, Requirements Gathering"
ad8d4e5206e18c5e7aba7d62bae80a0eb5c823a63953f1ffc11b3dab8c1a7123,11,"Next.js, Python, SQL, SQL Server, ETL, Collaboration, Documentation, Agile, Snowflake, Requirements Gathering, Scrum"
23fa2fab3eca50bc51c1e4e21d93ddddbbd6d4f9d0b56da16fa543de3beb850c,11,"Mentoring, Analytical Skills, Data Quality, Requirements Gathering, Statistics, Unix, Collaboration, CI/CD, Cross-functional Collaboration, Data Governance, Data Science"
ad7d33f1967beb855cd6647faf4ad05365fa8c15f2510053b77b635e3dd0ab5c,2,"Requirements Gathering, Observability"
9baa96c901befdb4d6596d56b862967187823207731e0a46783c839faaff3e42,9,"SEO, React, MongoDB, A/B Testing, Software Testing, SQL, Collaboration, Node.js, Artificial Intelligence"
f7f5977b8e8d754b437c959337ecb5025daa3aaebbdaba101fbfb58f8dd0d9d8,48,"Flask, Data Quality, DevOps, SQL, Statistics, Fine-Tuning, DynamoDB, Weaviate, Apache Spark, LangChain, Java, Data Science, Tableau, CI/CD, Computer Vision, PyTorch, Python, MongoDB, Terraform, GitHub, NoSQL, RNN, Regression Analysis, Machine Learning, Generative AI, Pinecone, Deep Learning, Artificial Intelligence, Azure, HDFS, GitHub Actions, AWS, HTML, Django, PostgreSQL, RESTful API, Time Series, Large Language Models, RAG, FastAPI, Software Testing, Apache Hive, R Programming, GCP, Data Visualization, TensorFlow, Agile, Jenkins"
2aeea2464e651b79890c9e99edfd027bbed5a4a02440ec223578d51266f08d56,5,"Large Language Models, HIPAA, Observability, Mentoring, Artificial Intelligence"
25f7ace07139dff55fab6ca27698169dd739d9e62354d427261a70e3cddd4e65,3,"End-to-End Testing, Requirements Gathering, Mentoring"
887919d3164f259cb67674c4a61efed959f75da84b6eeb4074d9d4fc7728d6d1,5,"Kubernetes, Spring Boot, Java, Apache Kafka, Jenkins"
befeac5143375814a4c8a3804f343004b0b8c9c00ccf75f8cbbc848549054de5,22,"Airflow, SQL, CI/CD, Computer Vision, PyTorch, Python, Communication, Analytical Skills, GitHub, NoSQL, Test Automation, Machine Learning, Innovation, GitHub Actions, Apache Airflow, AWS, Requirements Gathering, Apache Kafka, Software Testing, Agile, TensorFlow, Jenkins"
07e89cd17add934c90e3a969fcbcb9f44170d685bbcde4d6b01c2fe0bd474ff5,11,"Communication, Problem Solving, Looker, Business Intelligence, Analytical Skills, SQL, Statistics, Data Visualization, Cross-functional Collaboration, Presentation Skills, Data Analytics"
3214d631a33386abd62ab7cebfa9d6c8bfb0b42b47962f4632d8da5661af8e9c,16,"Data Pipeline, Python, Communication, Problem Solving, Linux, Analytical Skills, Project Management, SQL, Software Testing, ETL, AWS, ELT, Test Automation, Documentation, Regression Analysis, CI/CD"
7f81d151950bb73b5477c245460c919d6f8b1cec2ae9c1f5ca9760ef8e01a536,10,"Python, Communication, Statistics, Collaboration, R Programming, Documentation, Machine Learning, Innovation, Data Science, Artificial Intelligence"
15751de69d3917611e7ce3783fc90c82d4f85ba92c5ac8fa354411b3dc4947ba,10,"End-to-End Testing, Observability, Mentoring, Software Testing, Cloud Native, NoSQL, Kotlin, Leadership, Java, Requirements Gathering"
8be59168ba09c16066d5dfece61b027a76f4435e9c3ecaf9ddad53320f0cea4e,18,"Azure, Python, Artificial Intelligence, Transformer, Fine-Tuning, AWS, Hugging Face, NLP, PyTorch, GCP, Model Deployment, TensorFlow, Cross-functional Collaboration, Machine Learning, GPT, Prompt Engineering, Deep Learning, Reinforcement Learning"
24d974e55ec9ea5353aee76cd548cde9c8871b52204072320214a7949f052f2b,12,"Python, Hadoop, Business Intelligence, Analytical Skills, Data Analysis, Predictive Modeling, Statistics, Data Modeling, R Programming, Data Visualization, Machine Learning, Tableau"
a2a2263596d6894b2676949f865a276dffb96b80744a4a0687e4cdbb0663655d,20,"Problem Solving, Git, iOS Development, Java, CI/CD, Communication, Ruby on Rails, Kotlin, Android Development, Innovation, Azure, AWS, Collaboration, Documentation, SwiftUI, PostgreSQL, RESTful API, Swift, Leadership, GCP"
035dfaab1ee416747a7b9cda1040acd5ca34d14934ffb1bf29873eb5dbb3085d,23,"JIRA, DevOps, SQL, Git, CSS, Shell Scripting, Java, Python, Communication, Oracle Database, Jenkins, PHP, RDBMS, Linux, Angular, Tomcat, Spring Boot, PostgreSQL, Spring Framework, SOAP, JavaScript, Agile, Scrum"
c1950543b93549936889049d6009d4de5ca6e4128f7af7cfb6c5beb6e89c95c9,7,"Classification, Image Classification, Business Intelligence, ETL, Statistics, Machine Learning, Data Science"
2095a4de55a345ab943c81dab66605c53e482e9db15152e888144be691f79f91,13,"Classification, Python, Communication, Analytical Skills, Statistics, AWS, Conda, Sentiment Analysis, Apache Spark, Machine Learning, Clustering, Data Science, Deep Learning"
e3955ab0d111eb877986d4c5bcf37e4523ab6099d780a2baabc1f22588afc7d2,8,"Linux, Software Testing, TypeScript, CSS, AWS, HTML, JavaScript, Artificial Intelligence"
bb5fef95deb7f5ce6e6a72ea733288372f635bcb568242a0853c165d1c2b3950,22,"Data Quality, SQL, Statistics, Data Science, Tableau, Python, Communication, Analytical Skills, Data Lineage, Oracle Database, Machine Learning, HIPAA, Predictive Modeling, Collaboration, Power BI, Time Series, KPI, Business Intelligence, Leadership, R Programming, Quality Assurance, Data Governance"
c95ab07679ac43e7fe14b7038796008a3f12810a92a4b4238e3e0bb907361fd0,31,"Vertex AI, SQL, Statistics, Fine-Tuning, LangChain, Microservices, Scikit-learn, Tableau, PyTorch, Python, Supervised Learning, Embeddings, Plotly, Machine Learning, Feature Engineering, BigQuery, Generative AI, Prompt Engineering, Artificial Intelligence, Cloud Functions, Hugging Face, Collaboration, Model Deployment, Requirements Gathering, MLOps, Looker, LlamaIndex, GCP, Data Visualization, TensorFlow, Dataflow"
952bd0bdb96e0d986f0502b9604c789b3e5b1cbfe707836253a0d74595e9dbd5,18,"Communication, Serverless, Kubernetes, Mentoring, Team Leadership, React, Lambda, TypeScript, AWS, Node.js, Quality Assurance, JavaScript, Agile, LangChain, Playwright, CI/CD, Jenkins, PostgreSQL"
c21210f15afb4d1ab1e39785b2b3f13346d1890db8b533186a9cb8644645c670,26,"Problem Solving, Data Quality, SQL, Statistics, Scikit-learn, NumPy, Data Science, Python, Communication, Pandas, Analytical Skills, Test Automation, Machine Learning, Azure, Decision Making, Data Analysis, ETL, AWS, ELT, Data Modeling, Power BI, SciPy, Cross-functional Collaboration, EDA, Requirements Gathering, GCP"
bd893f6a1bf4d1902b4cf31d29124e3774bc55737d232c5432413af817a4a83b,21,"Data Quality, SQL, dbt, Apache Spark, CI/CD, End-to-End Testing, Python, Test Automation, Snowflake, BigQuery, Azure, Data Analysis, ETL, AWS, Data Modeling, Kinesis, Requirements Gathering, Apache Kafka, GCP, Data Engineering, Data Governance"
a05ffe0457da5a446ca831db95eefb4e92f99417297bc69b443e196a56108ccf,20,"SQL, Statistics, Cloud Native, Hypothesis Testing, Gradient Boosting, Data Science, End-to-End Testing, Python, Probability, Analytical Skills, Machine Learning, Clustering, Artificial Intelligence, Deep Learning, Decision Making, Predictive Modeling, Software Testing, Leadership, R Programming, Databricks"
590c070112a3e7960c14e361485150e1efbc295524c1ca9a8a75618d4e56682d,6,"Next.js, Express.js, React, Node.js, Docker, PostgreSQL"
3df4ce9fc7e0027c9823cf75d2455638f1f5cd10e09d080ab40530d3cc65688f,2,"Time Series, Data Science"
d86f549e86dae45dac5d9099be070e31be6b1d65eb85450b9b13c995a5092157,10,"Information Security, Communication, Attention to Detail, Business Intelligence, CDC, Data Warehouse, Analytical Skills, ETL, Excel, Requirements Gathering"
873a0a37d740fa631725d931eaab997e9191b82939746c66e365da4f8ce5fa7e,11,"Selenium, DevOps, Software Testing, Git, Postman, Leadership, Test Automation, Agile, TDD, Innovation, Design Patterns"
c6a6e65f6265d819ff6578453a2e96e04fff70df0901e019cfae7c9b59b3388e,5,"Python, Statistics, Machine Learning, Java, Data Science"
bf5d6d033b80c0c2bea7bdaa5ebccb32b5bb59c4de2ddbf2413d973d987ae0d5,12,"Python, Problem Solving, Analytical Skills, Data Analysis, Predictive Modeling, SQL, Statistics, R Programming, Data Visualization, Innovation, Data Science, Data Analytics"
4873174ec86c81d8aa8d6fa0d8ae704bc53faf4687bd2063dbcdaa11a01df346,3,"Innovation, Test Automation, iOS Development"
7ee5934435382f6576063f512d2e9bf18806a0e0d290b79626c9104e44ea26e9,1,Machine Learning
a914d247d744c9bf1dec3f5b4e0d27f66097ed23596f297826d0950598f4d47a,15,"End-to-End Testing, Python, Communication, Decision Making, Coaching, Mentoring, Analytical Skills, Cryptography, SQL, Software Testing, Statistics, Git, Collaboration, Machine Learning, Data Science"
0521f148de2fdda5a41c6c968f5595fcec7be4ef09bcf704e2f765e1f14a12e5,3,"Analytical Skills, Data Analysis, Statistics"
3922aeadbf683ff2fb93270b1415365dcdd1961511175b22515ff9d7e945c56a,28,"React Native, React, Jest, SQL, Git, Redux, CI/CD, Elasticsearch, Cypress, End-to-End Testing, Mentoring, MongoDB, GitHub, NoSQL, Docker, Design Patterns, Kubernetes, Cross-functional Collaboration, RESTful API, Express.js, Software Testing, TypeScript, Node.js, Swift, Leadership, JavaScript, Agile, Presentation Skills"
c5867a29e5e1607c54ebb7fffe78d7ddf84bc707166af5d39cc30e3e48f95fca,1,Mentoring
70a1e34d9d7f81337d2cd78eb1a1e43c6701b1edeb39796183c156eec5e5f022,5,"Communication, Software Testing, Documentation, Android Development, CI/CD"
db6c780b1704bbafc723844336509bee9f5c6b5734cf7cbcc299ec6a8cd2e45e,26,"Problem Solving, React, Git, TDD, JUnit, Java, Communication, Oracle Database, Docker, Innovation, Next.js, Jenkins, RDBMS, Kubernetes, HTML, Angular, Maven, Adaptability, Requirements Gathering, PostgreSQL, RESTful API, Spring Framework, Software Testing, Hibernate, Agile, Scrum"
5489deeac5b541bbf2aced8a3be2e3a2c130790fcf39586eb1de8067612a9fa6,23,"Hadoop, Problem Solving, SQL, Statistics, Data Science, Python, Communication, Analytical Skills, SAS, Machine Learning, Artificial Intelligence, Decision Making, Data Analysis, Predictive Modeling, AWS, Data Modeling, EDA, SPSS, Project Management, Technical Writing, R Programming, Critical Thinking, Presentation Skills"
40309e05428dff04ec016276b117ff8cfed155640f9ff2482a8b4b95263012a3,11,"Python, NumPy, Communication, Pandas, Data Analysis, Statistics, Machine Learning, Innovation, Data Science, Artificial Intelligence, PyTorch"
8a5bd2d8c1aec512975848084da4551fb50f68d58fd5faf9ef9ee8854d733b65,21,"GitLab, React, Git, CI/CD, Elasticsearch, RDS, Docker, S3, Dashboard, EC2, GitLab CI, AWS, CloudWatch, Requirements Gathering, Spring Framework, Software Testing, SOAP, ECS, JavaScript, Agile, Bitbucket"
2c24a0c888fd296584106fb7f009943a00057f017af40bd7179a8a2c8f411000,7,"Test Cases, React Native, React, Expo, Application Security, Quality Assurance, Documentation"
09a65a6d6b749b4e945eee280e291ccdcf76fb97dd5f438a59115050213bf78c,8,"End-to-End Testing, Python, Communication, Mentoring, React, TypeScript, Node.js, Leadership"
10fad0931c94034b5ee23d13d679483b557fccb16a49cc6390d81244a6ff74bf,23,"React, DevOps, SQL, Java, CI/CD, Elasticsearch, Python, GitHub, Azure, SQL Server, AWS, Angular, Cross-functional Collaboration, Spring Boot, Requirements Gathering, Apache Kafka, REST API, RESTful API, Spring Framework, Software Testing, Quality Assurance, Azure DevOps, Jenkins"
54d78f58feeb8f9453fbb2874dc10285d85f3695358a684cbb6376f32cbd61d2,14,"Python, Communication, Problem Solving, SQL, ETL, Collaboration, dbt, Data Modeling, Core Data, Cross-functional Collaboration, Snowflake, Dagster, Requirements Gathering, Data Science"
332e638ddd96d3e1f9277cd7fcfe61e6346aca184b0870117546162ccd546559,16,"Azure, RDS, Python, Artificial Intelligence, EC2, EKS, Azure Functions, React, SQL Server, AWS, Node.js, JavaScript, S3, Webpack, Elasticsearch, PostgreSQL"
79453350d567097add97de27ae541fd69295b3f34c8ff3fefa947a9efc8f4243,3,"Innovation, Software Testing, Collaboration"
839f370e4d40458d70a1f1527b75e82230ce0a01ae4fed54f7f80500b199ebf8,24,"Airflow, Problem Solving, Keras, DevOps, SQL, Git, Scikit-learn, XGBoost, CI/CD, Data Science, Python, Pandas, Terraform, Machine Learning, Innovation, Kubernetes, ETL, Apache Airflow, Model Deployment, Cross-functional Collaboration, Software Testing, GCP, TensorFlow, Reinforcement Learning"
d0bc239b85aee50215cf1cefb8b97e60bd6d1a071edaf3236f14066b35b17e8a,12,"Azure, Python, GitHub Actions, Software Testing, GitHub, Unsupervised Learning, AWS, GCP, Requirements Gathering, Computer Vision, Jenkins, Artificial Intelligence"
f6d9aa0eaf31b5fa19736b6a06d984f872160a5bc00df69e1c49c9b9038a591f,12,"Python, JIRA, Cybersecurity, Statistics, Data Visualization, Cross-functional Collaboration, Agile, Data Cleaning, EDA, Requirements Gathering, Data Science, Data Analytics"
f513d30eb4dec57fc98656de98a192352fa8fa7e6ff9152c0af4f87254b47ddb,3,"Java, Requirements Gathering, React"
2ef3919b5d2a255c48bee44fbe1aeece4cd273b50781866d12c79fb18b889833,4,"React, Requirements Gathering, Cross-functional Collaboration, Mentoring"
aa52eec6ab2cb40253e08a9e04933aca93d6c2d73451ecabb260e76ab9d38d9a,16,"End-to-End Testing, Python, Communication, Attention to Detail, Problem Solving, Analytical Skills, Project Management, Data Analysis, SQL, Statistics, R Programming, Documentation, Critical Thinking, Regression Analysis, Machine Learning, Requirements Gathering"
ca79aa8ea4ec3620548a42d623637d012c486891d89a1664c2472dab732a8972,26,"CloudFormation, Problem Solving, EKS, Git, DynamoDB, AWS CDK, Infrastructure as Code, CI/CD, RDS, Communication, Terraform, GitHub, Docker, S3, Kubernetes, GitHub Actions, JWT, AWS, Express.js, Lambda, TypeScript, Node.js, ECS, Leadership, JavaScript, Presentation Skills"
aa8d513ca0e66c80dc821d141d546229cd70922898b58c9232debc4580da3723,14,"Communication, MySQL, Adaptability, API Gateway, SQS, Problem Solving, GraphQL, AWS, DynamoDB, Collaboration, Docker, S3, Requirements Gathering, Artificial Intelligence"
4aeab911e3765025d2fce4c1753b12b1c5514efac93451c4f607a1772e918561,3,"Quality Assurance, Software Testing, Test Automation"
6077ebed63b91bbd0e5fa0fbcf7c92ee38a0d05ba169f5fb2830caf4e77a1d5a,15,"Python, NumPy, Communication, Pandas, Decision Making, A/B Testing, Data Analysis, SQL, Software Testing, Statistics, Cross-functional Collaboration, Scikit-learn, EDA, Data Science, Artificial Intelligence"
0193fece7dba5d042a5f2ab8569de8dd2f4732222689ea40e97f2a8f71c85c7c,8,"Python, Hadoop, SQL, Statistics, Data Mining, R Programming, Excel, Power BI"
31026aa3a5d5e610d8c8e8f1d8ef07f459c8d6016586716525ce10b0a0ebf894,5,"Communication, Collaboration, Innovation, Data Science, Artificial Intelligence"
01cd0475ce9c70970222d9538a813a7bce3518276356bee5dfffc363360272fb,10,"Python, Communication, Decision Making, Project Management, SQL, Statistics, SAS, R Programming, Regression Analysis, Requirements Gathering"
b5b4a72ccf6a71031eb02f38becc9e8af9f9bc3ec0f1ae58d5e5d3cc146813f9,6,"HIPAA, Mentoring, Collaboration, Leadership, Cross-functional Collaboration, Artificial Intelligence"
5d39ace3acd8e80235f6ac029a6b7a48f22003c12f0f75f8ae96726663407954,11,"End-to-End Testing, Python, Mentoring, MongoDB, React, GitHub, TypeScript, JavaScript, Bootstrap, CI/CD, Artificial Intelligence"
6d04e8078c167a32017b904952c700866720741f0e3514dd3116956c0c50c26e,7,"Communication, SQL, Test Automation, Documentation, Agile, Power BI, Requirements Gathering"
2fb596ab6f7886c06b051229a45ab0b6ea5b19c5096fdc8967750783bb96061d,7,"RESTful API, Spring Framework, SQL, Cross-functional Collaboration, Microservices, Spring Boot, Java"
1803a036951aaabba360e621df3272d2e3c3952b44b9c90a2dff98c4adbe9771,25,"Problem Solving, Matplotlib, Seaborn, NumPy, Data Science, PyTorch, Classification, Python, Communication, Pandas, Analytical Skills, Machine Learning, Deep Learning, Data Analysis, Hugging Face, Collaboration, LSTM, NLP, Vulnerability Assessment, Model Deployment, EDA, Requirements Gathering, Data Visualization, Critical Thinking, TensorFlow"
ab75a2ab617202537adbf7350133459e2843563f4e6549b22b0b38a2670a1683,10,"Azure, Python, Probability, SQL, GitHub, AWS, PySpark, Databricks, GCP, CI/CD"
b2cf823e4107601c7c9e82f877f59f26e5debcdab3c8ba99f43610832ec06b47,36,"Airflow, Azure Synapse, Problem Solving, Vertex AI, spaCy, SQL, Statistics, Cloud Native, dbt, Scikit-learn, SageMaker, Tableau, PyTorch, Python, Stakeholder Management, Mentoring, Analytical Skills, SAS, Machine Learning, Generative AI, Artificial Intelligence, Azure, Predictive Modeling, SQL Server, Apache Airflow, AWS, Hugging Face, NLP, Power BI, R Programming, Databricks, GCP, Data Engineering, Data Visualization, TensorFlow, Critical Thinking"
ea874b140747621480e46573efcbab6960d9f735c45eec4b49cf294cc2463d14,14,"Python, Kubernetes, Multithreading, RabbitMQ, Software Testing, AWS, Node.js, NoSQL, Documentation, GCP, Docker, Requirements Gathering, Apache Kafka, Elasticsearch"
21c60ab42e4bd2f45a40617b1cfed2bf76925ad654130d81733ea8c129946a37,10,"Communication, React Native, Mentoring, React, AWS, iOS Development, Collaboration, Android Development, Innovation, CI/CD"
db45a82e64b7045f9de18b3c9357c79fbf4ec9bbea331b4980eeedd563bf5db6,29,"MLflow, Problem Solving, DevOps, SQL, Statistics, Git, Scikit-learn, XGBoost, NumPy, CI/CD, Data Science, PyTorch, Python, Communication, Pandas, LightGBM, Machine Learning, Innovation, Artificial Intelligence, Deep Learning, Azure, Decision Making, Predictive Modeling, Collaboration, NLP, Cross-functional Collaboration, Creativity, Azure DevOps, Agile"
44a94722a7d9bc8f63ee380a7f58e5d12e9343f6985d778dc2054e1d5c3507dc,13,"Next.js, Communication, Docker, GraphQL, React, TypeScript, Git, CSS, HTML, JavaScript, Agile, Vue.js, New Relic"
b82404118b045ca029f77961ed0c7f3ce8ed12d3040d5e97c94acc76f7684564,5,"Data Quality, Oracle Database, Machine Learning, Generative AI, Artificial Intelligence"
fc8e14610505bbf8446eb6870d85b1650259646fac801bc536576fbae1ab1d05,16,"HIPAA, DevOps, SQL, Application Security, SQL Server, Git, Software Testing, TypeScript, JavaScript, HTML, CSS, Angular, ASP.NET, Requirements Gathering, Unit Testing, .NET Core"
81204def94443b59b1bfe659f67d84e790401a82c54ebb72f03867c9ec87fabc,4,"Excel, Communication, TypeScript, Leadership"
719a24129650c49213588f00b81288bf9575c0e8350d977a45814e4db1a382e9,17,"Azure, Information Security, Serverless, Kubernetes, Observability, Python, Decision Making, Analytical Skills, Stakeholder Management, Coaching, Express.js, Leadership, Agile, Innovation, Requirements Gathering, CI/CD, Business Analysis"
2f35e87563e809a219c19017daa18f201a76afe49440387221d843812b872f08,19,"SQL, CSS, Infrastructure as Code, JUnit, Java, Communication, Mockito, Terraform, Oracle Database, AWS, HTML, Adaptability, Spring Boot, Requirements Gathering, Spring Framework, Lambda, ECS, Bootstrap, Jenkins"
8c502ee3b119ce1d608cb90a8c42c3f02dee89bd9aeb46556c419ec846f1b3d0,17,"End-to-End Testing, Azure, Python, Project Management, Cybersecurity, Data Analysis, Software Testing, AWS, Angular, CI/CD, JavaScript, Documentation, Agile, Java, Requirements Gathering, Data Science, Scrum"
ae61876c61cda8f08ee36f5f0c777aed9938464165388b15490f6e53d1d92550,5,"Communication, GraphQL, React, Ruby on Rails, Django"
