job_id,entity_count,unique_skills,skills,labels
c95ab07679ac43e7fe14b7038796008a3f12810a92a4b4238e3e0bb907361fd0,35,23,"Artificial Intelligence, BigQuery, Collaboration, Data Visualization, Feature Engineering, GCP, Generative AI, Hugging Face, LangChain, Looker, MLOps, Machine Learning, Microservices, Plotly, Prompt Engineering, PyTorch, Python, Requirements Gathering, SQL, Scikit-learn, Statistics, Tableau, TensorFlow","CLOUD, DATABASE, DATA_SCIENCE, JAVA, MACHINE_LEARNING, PYTHON, SOFT_SKILL"
952bd0bdb96e0d986f0502b9604c789b3e5b1cbfe707836253a0d74595e9dbd5,30,16,"AWS, Agile, CI/CD, Communication, JavaScript, Jenkins, Kubernetes, Lambda, LangChain, Mentoring, Node.js, PostgreSQL, Quality Assurance, React, Serverless, TypeScript","CLOUD, DATABASE, DEVOPS, PYTHON, SOFT_SKILL, TESTING, WEB_DEV"
c21210f15afb4d1ab1e39785b2b3f13346d1890db8b533186a9cb8644645c670,32,22,"AWS, Analytical Skills, Azure, Communication, Cross-functional, Data Analysis, Data Quality, Data Science, ETL, GCP, Machine Learning, NumPy, Pandas, Power BI, Problem Solving, Python, Requirements Gathering, SQL, SciPy, Scikit-learn, Statistics, Test Automation","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, MACHINE_LEARNING, PYTHON, SOFT_SKILL, TESTING"
bd893f6a1bf4d1902b4cf31d29124e3774bc55737d232c5432413af817a4a83b,26,18,"AWS, Apache Kafka, Apache Spark, Azure, BigQuery, CI/CD, Data Analysis, Data Engineering, Data Quality, ETL, GCP, Kinesis, Python, Requirements Gathering, SQL, Snowflake, Test Automation, dbt","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, DEVOPS, JAVA, PYTHON, SOFT_SKILL, TESTING"
a05ffe0457da5a446ca831db95eefb4e92f99417297bc69b443e196a56108ccf,20,15,"Analytical Skills, Artificial Intelligence, Clustering, Data Science, Databricks, Deep Learning, Gradient Boosting, Hypothesis Testing, Leadership, Machine Learning, Python, R Programming, SQL, Software Testing, Statistics","DATABASE, DATA_ENG, DATA_SCIENCE, MACHINE_LEARNING, PYTHON, SOFT_SKILL, TESTING"
590c070112a3e7960c14e361485150e1efbc295524c1ca9a8a75618d4e56682d,8,6,"Docker, Express.js, Next.js, Node.js, PostgreSQL, React","DATABASE, DEVOPS, WEB_DEV"
3df4ce9fc7e0027c9823cf75d2455638f1f5cd10e09d080ab40530d3cc65688f,5,2,"Data Science, Time Series",DATA_SCIENCE
d86f549e86dae45dac5d9099be070e31be6b1d65eb85450b9b13c995a5092157,10,7,"Analytical Skills, Communication, Data Warehouse, ETL, Excel, Information Security, Requirements Gathering","DATA_ENG, DATA_SCIENCE, SECURITY, SOFT_SKILL"
873a0a37d740fa631725d931eaab997e9191b82939746c66e365da4f8ce5fa7e,13,10,"Agile, DevOps, Git, Innovation, Leadership, Postman, Selenium, Software Testing, TDD, Test Automation","DEVOPS, SOFT_SKILL, TESTING"
c6a6e65f6265d819ff6578453a2e96e04fff70df0901e019cfae7c9b59b3388e,9,5,"Data Science, Java, Machine Learning, Python, Statistics","DATA_SCIENCE, JAVA, MACHINE_LEARNING, PYTHON"
bf5d6d033b80c0c2bea7bdaa5ebccb32b5bb59c4de2ddbf2413d973d987ae0d5,13,10,"Analytical Skills, Data Analysis, Data Science, Data Visualization, Innovation, Problem Solving, Python, R Programming, SQL, Statistics","DATABASE, DATA_SCIENCE, PYTHON, SOFT_SKILL"
4873174ec86c81d8aa8d6fa0d8ae704bc53faf4687bd2063dbcdaa11a01df346,3,3,"Innovation, Test Automation, iOS","MOBILE, SOFT_SKILL, TESTING"
7ee5934435382f6576063f512d2e9bf18806a0e0d290b79626c9104e44ea26e9,3,1,Machine Learning,MACHINE_LEARNING
a914d247d744c9bf1dec3f5b4e0d27f66097ed23596f297826d0950598f4d47a,14,11,"Analytical Skills, Collaboration, Communication, Data Science, Git, Machine Learning, Mentoring, Python, SQL, Software Testing, Statistics","DATABASE, DATA_SCIENCE, DEVOPS, MACHINE_LEARNING, PYTHON, SOFT_SKILL, TESTING"
0521f148de2fdda5a41c6c968f5595fcec7be4ef09bcf704e2f765e1f14a12e5,3,3,"Analytical Skills, Data Analysis, Statistics","DATA_SCIENCE, SOFT_SKILL"
3922aeadbf683ff2fb93270b1415365dcdd1961511175b22515ff9d7e945c56a,30,25,"Agile, CI/CD, Cross-functional, Cypress, Docker, Elasticsearch, Express.js, Git, GitHub, JavaScript, Jest, Kubernetes, Leadership, Mentoring, MongoDB, NoSQL, Node.js, RESTful API, React, React Native, Redux, SQL, Software Testing, Swift, TypeScript","DATABASE, DEVOPS, JAVA, MOBILE, SOFT_SKILL, TESTING, WEB_DEV"
c5867a29e5e1607c54ebb7fffe78d7ddf84bc707166af5d39cc30e3e48f95fca,1,1,Mentoring,SOFT_SKILL
70a1e34d9d7f81337d2cd78eb1a1e43c6701b1edeb39796183c156eec5e5f022,14,4,"Android, CI/CD, Communication, Software Testing","DEVOPS, MOBILE, SOFT_SKILL, TESTING"
db6c780b1704bbafc723844336509bee9f5c6b5734cf7cbcc299ec6a8cd2e45e,32,24,"Agile, Angular, Communication, Docker, Git, HTML, Hibernate, Innovation, JUnit, Java, Jenkins, Kubernetes, Maven, Next.js, Oracle, PostgreSQL, Problem Solving, RESTful API, React, Requirements Gathering, Scrum, Software Testing, Spring Framework, TDD","DATABASE, DEVOPS, JAVA, SOFT_SKILL, TESTING, WEB_DEV"
5489deeac5b541bbf2aced8a3be2e3a2c130790fcf39586eb1de8067612a9fa6,25,17,"AWS, Analytical Skills, Artificial Intelligence, Communication, Critical Thinking, Data Analysis, Data Science, Hadoop, Machine Learning, Problem Solving, Project Management, Python, R Programming, SAS, SPSS, SQL, Statistics","CLOUD, DATABASE, DATA_ENG, DATA_SCIENCE, MACHINE_LEARNING, PYTHON, SOFT_SKILL"
40309e05428dff04ec016276b117ff8cfed155640f9ff2482a8b4b95263012a3,26,11,"Artificial Intelligence, Communication, Data Analysis, Data Science, Innovation, Machine Learning, NumPy, Pandas, PyTorch, Python, Statistics","DATA_SCIENCE, MACHINE_LEARNING, PYTHON, SOFT_SKILL"
8a5bd2d8c1aec512975848084da4551fb50f68d58fd5faf9ef9ee8854d733b65,19,16,"AWS, Agile, CI/CD, Docker, EC2, ECS, Elasticsearch, Git, GitLab CI, JavaScript, RDS, React, Requirements Gathering, S3, Software Testing, Spring Framework","CLOUD, DEVOPS, JAVA, SOFT_SKILL, TESTING, WEB_DEV"
2c24a0c888fd296584106fb7f009943a00057f017af40bd7179a8a2c8f411000,3,2,"Quality Assurance, React Native","MOBILE, TESTING"
09a65a6d6b749b4e945eee280e291ccdcf76fb97dd5f438a59115050213bf78c,12,7,"Communication, Leadership, Mentoring, Node.js, Python, React, TypeScript","PYTHON, SOFT_SKILL, WEB_DEV"
10fad0931c94034b5ee23d13d679483b557fccb16a49cc6390d81244a6ff74bf,38,20,"AWS, Angular, Apache Kafka, Azure, CI/CD, Cross-functional, DevOps, Elasticsearch, GitHub, Java, Jenkins, Python, Quality Assurance, RESTful API, React, Requirements Gathering, SQL, SQL Server, Software Testing, Spring Boot","CLOUD, DATABASE, DEVOPS, JAVA, PYTHON, SOFT_SKILL, TESTING, WEB_DEV"
54d78f58feeb8f9453fbb2874dc10285d85f3695358a684cbb6376f32cbd61d2,13,12,"Collaboration, Communication, Cross-functional, Dagster, Data Science, ETL, Problem Solving, Python, Requirements Gathering, SQL, Snowflake, dbt","DATABASE, DATA_ENG, DATA_SCIENCE, PYTHON, SOFT_SKILL"
332e638ddd96d3e1f9277cd7fcfe61e6346aca184b0870117546162ccd546559,17,15,"AWS, Artificial Intelligence, Azure, EC2, EKS, Elasticsearch, JavaScript, Node.js, PostgreSQL, Python, RDS, React, S3, SQL Server, Webpack","CLOUD, DATABASE, DEVOPS, MACHINE_LEARNING, PYTHON, WEB_DEV"
79453350d567097add97de27ae541fd69295b3f34c8ff3fefa947a9efc8f4243,3,3,"Collaboration, Innovation, Software Testing","SOFT_SKILL, TESTING"
839f370e4d40458d70a1f1527b75e82230ce0a01ae4fed54f7f80500b199ebf8,21,20,"Airflow, CI/CD, Cross-functional, Data Science, DevOps, ETL, GCP, Git, Innovation, Keras, Kubernetes, Machine Learning, Pandas, Python, SQL, Scikit-learn, Software Testing, TensorFlow, Terraform, XGBoost","CLOUD, DATABASE, DATA_SCIENCE, DEVOPS, MACHINE_LEARNING, PYTHON, SOFT_SKILL, TESTING"
d0bc239b85aee50215cf1cefb8b97e60bd6d1a071edaf3236f14066b35b17e8a,11,10,"AWS, Artificial Intelligence, Azure, Computer Vision, GCP, GitHub Actions, Jenkins, Python, Requirements Gathering, Software Testing","CLOUD, DEVOPS, MACHINE_LEARNING, PYTHON, SOFT_SKILL, TESTING"
f6d9aa0eaf31b5fa19736b6a06d984f872160a5bc00df69e1c49c9b9038a591f,15,8,"Agile, Cross-functional, Cybersecurity, Data Science, Data Visualization, Python, Requirements Gathering, Statistics","DATA_SCIENCE, PYTHON, SECURITY, SOFT_SKILL"
f513d30eb4dec57fc98656de98a192352fa8fa7e6ff9152c0af4f87254b47ddb,5,3,"Java, React, Requirements Gathering","JAVA, SOFT_SKILL, WEB_DEV"
2ef3919b5d2a255c48bee44fbe1aeece4cd273b50781866d12c79fb18b889833,4,4,"Cross-functional, Mentoring, React, Requirements Gathering","SOFT_SKILL, WEB_DEV"
aa52eec6ab2cb40253e08a9e04933aca93d6c2d73451ecabb260e76ab9d38d9a,18,13,"Analytical Skills, Communication, Critical Thinking, Data Analysis, Machine Learning, Problem Solving, Project Management, Python, R Programming, Regression, Requirements Gathering, SQL, Statistics","DATABASE, DATA_SCIENCE, MACHINE_LEARNING, PYTHON, SOFT_SKILL"
ca79aa8ea4ec3620548a42d623637d012c486891d89a1664c2472dab732a8972,23,21,"AWS, CI/CD, CloudFormation, Communication, Docker, DynamoDB, ECS, EKS, Express.js, Git, GitHub Actions, JavaScript, Kubernetes, Lambda, Leadership, Node.js, Problem Solving, RDS, S3, Terraform, TypeScript","CLOUD, DEVOPS, SOFT_SKILL, WEB_DEV"
aa8d513ca0e66c80dc821d141d546229cd70922898b58c9232debc4580da3723,14,10,"AWS, Artificial Intelligence, Collaboration, Communication, Docker, DynamoDB, GraphQL, MySQL, Requirements Gathering, S3","CLOUD, DATABASE, DEVOPS, MACHINE_LEARNING, SOFT_SKILL, WEB_DEV"
4aeab911e3765025d2fce4c1753b12b1c5514efac93451c4f607a1772e918561,3,3,"Quality Assurance, Software Testing, Test Automation",TESTING
6077ebed63b91bbd0e5fa0fbcf7c92ee38a0d05ba169f5fb2830caf4e77a1d5a,13,12,"A/B Testing, Artificial Intelligence, Communication, Cross-functional, Data Analysis, Data Science, NumPy, Pandas, Python, SQL, Scikit-learn, Statistics","DATABASE, DATA_SCIENCE, MACHINE_LEARNING, PYTHON, SOFT_SKILL"
0193fece7dba5d042a5f2ab8569de8dd2f4732222689ea40e97f2a8f71c85c7c,8,8,"Data Mining, Excel, Hadoop, Power BI, Python, R Programming, SQL, Statistics","DATABASE, DATA_ENG, DATA_SCIENCE, PYTHON"
31026aa3a5d5e610d8c8e8f1d8ef07f459c8d6016586716525ce10b0a0ebf894,6,5,"Artificial Intelligence, Collaboration, Communication, Data Science, Innovation","DATA_SCIENCE, MACHINE_LEARNING, SOFT_SKILL"
01cd0475ce9c70970222d9538a813a7bce3518276356bee5dfffc363360272fb,16,9,"Communication, Project Management, Python, R Programming, Regression, Requirements Gathering, SAS, SQL, Statistics","DATABASE, DATA_SCIENCE, PYTHON, SOFT_SKILL"
b5b4a72ccf6a71031eb02f38becc9e8af9f9bc3ec0f1ae58d5e5d3cc146813f9,12,6,"Artificial Intelligence, Collaboration, Cross-functional, HIPAA, Leadership, Mentoring","MACHINE_LEARNING, SECURITY, SOFT_SKILL"
5d39ace3acd8e80235f6ac029a6b7a48f22003c12f0f75f8ae96726663407954,12,10,"Artificial Intelligence, Bootstrap, CI/CD, GitHub, JavaScript, Mentoring, MongoDB, Python, React, TypeScript","DATABASE, DEVOPS, MACHINE_LEARNING, PYTHON, SOFT_SKILL, WEB_DEV"
6d04e8078c167a32017b904952c700866720741f0e3514dd3116956c0c50c26e,7,6,"Agile, Communication, Power BI, Requirements Gathering, SQL, Test Automation","DATABASE, DATA_SCIENCE, SOFT_SKILL, TESTING"
